PO_ID,Order_Date,Supplier_ID,Material_ID,Quantity,Unit_Price,Total_Cost
PO002110,2024-12-17,SUP015,MAT003,575,683,392725
PO002111,2025-03-24,SUP012,MAT012,217,1807,392119
PO002112,2025-02-16,SUP012,MAT026,346,3094,1070524
PO002113,2025-04-17,SUP017,MAT005,756,2985,2256660
PO002114,2024-02-07,SUP015,MAT023,282,2861,806802
PO002115,2024-06-04,SUP010,MAT029,104,1485,154440
PO002116,2025-03-24,SUP006,MAT011,274,1176,322224
PO002117,2025-07-04,SUP020,MAT007,994,2391,2376654
PO002118,2024-04-15,SUP016,MAT021,455,4541,2066155
PO002119,2024-11-14,SUP011,MAT015,5351,43,230093
PO002120,2024-08-06,SUP018,MAT021,979,2328,2279112
PO002121,2024-04-05,SUP014,MAT029,65,2253,146445
PO002122,2025-10-03,SUP015,MAT019,137,1099,150563
PO002123,2025-04-07,SUP018,MAT013,693,3961,2744973
PO002124,2025-12-08,SUP001,MAT019,156,1848,288288
PO002125,2025-06-03,SUP014,MAT027,5856,26,152256
PO002126,2024-03-16,SUP017,MAT027,3492,13,45396
PO002127,2024-11-29,SUP016,MAT016,9240,14,129360
PO002128,2024-07-08,SUP018,MAT029,86,1897,163142
PO002129,2024-05-12,SUP011,MAT022,945,635,600075
PO002130,2025-11-12,SUP010,MAT022,869,3589,3118841
PO002131,2025-01-22,SUP005,MAT015,6756,50,337800
PO002132,2024-08-27,SUP019,MAT014,318,4838,1538484
PO002133,2024-03-18,SUP011,MAT030,116,1289,149524
PO002134,2025-07-20,SUP011,MAT010,133,1373,182609
PO002135,2024-03-01,SUP010,MAT017,2736,49,134064
PO002136,2025-10-27,SUP007,MAT004,101,3195,322695
PO002137,2025-10-24,SUP019,MAT010,75,2500,187500
PO002138,2025-01-07,SUP014,MAT028,1807,11,19877
PO002139,2025-11-13,SUP015,MAT028,9472,22,208384
PO002140,2024-06-18,SUP004,MAT006,267,3518,939306
PO002141,2024-04-28,SUP010,MAT008,609,4496,2738064
PO002142,2025-04-19,SUP007,MAT023,245,1173,287385
PO002143,2025-05-10,SUP020,MAT016,3923,31,121613
PO002144,2024-06-11,SUP012,MAT029,221,1780,393380
PO002145,2025-05-17,SUP019,MAT028,4312,43,185416
PO002146,2024-02-05,SUP001,MAT006,715,3911,2796365
PO002147,2024-06-25,SUP001,MAT014,438,2042,894396
PO002148,2025-08-11,SUP011,MAT008,822,4809,3952998
PO002149,2025-10-15,SUP015,MAT009,181,1534,277654
PO002150,2025-04-13,SUP014,MAT014,730,2849,2079770
PO002151,2024-12-16,SUP004,MAT027,4705,50,235250
PO002152,2024-08-28,SUP010,MAT011,279,2109,588411
PO002153,2025-05-05,SUP013,MAT024,852,2806,2390712
PO002154,2024-04-11,SUP004,MAT012,163,1747,284761
PO002155,2025-02-05,SUP009,MAT021,494,2990,1477060
PO002156,2024-06-10,SUP006,MAT030,78,2201,171678
PO002157,2025-10-14,SUP004,MAT027,7832,17,133144
PO002158,2024-02-24,SUP010,MAT018,104,1080,112320
PO002159,2024-11-03,SUP002,MAT025,499,1973,984527
PO002160,2024-01-26,SUP016,MAT025,441,831,366471
PO002161,2024-05-15,SUP001,MAT010,188,2267,426196
PO002162,2025-07-31,SUP018,MAT028,7146,25,178650
PO002163,2025-03-23,SUP010,MAT017,5221,39,203619
PO002164,2024-03-23,SUP006,MAT003,948,382,362136
PO002165,2025-01-05,SUP012,MAT021,378,1852,700056
PO002166,2024-08-31,SUP009,MAT004,486,4590,2230740
PO002167,2025-11-02,SUP012,MAT014,154,2629,404866
PO002168,2025-01-24,SUP001,MAT008,362,2964,1072968
PO002169,2024-06-08,SUP013,MAT002,503,592,297776
PO002170,2025-04-18,SUP002,MAT029,247,958,236626
PO002171,2024-02-17,SUP013,MAT009,136,1917,260712
PO002172,2024-06-21,SUP004,MAT017,3503,46,161138
PO002173,2025-12-29,SUP019,MAT027,2632,10,26320
PO002174,2024-05-08,SUP016,MAT008,542,1293,700806
PO002175,2024-10-25,SUP013,MAT001,295,552,162840
PO002176,2024-10-18,SUP011,MAT025,663,3905,2589015
PO002177,2024-04-18,SUP012,MAT007,142,4887,693954
PO002178,2024-08-18,SUP013,MAT011,185,2427,448995
PO002179,2025-08-30,SUP011,MAT017,9645,28,270060
PO002180,2024-05-20,SUP008,MAT005,705,1303,918615
PO002181,2025-05-29,SUP002,MAT028,4078,37,150886
PO002182,2024-07-08,SUP015,MAT002,575,1189,683675
PO002183,2024-08-15,SUP016,MAT024,277,588,162876
PO002184,2024-07-06,SUP007,MAT016,9365,23,215395
PO002185,2024-12-13,SUP002,MAT006,124,3982,493768
PO002186,2025-06-17,SUP009,MAT018,47,803,37741
PO002187,2025-11-24,SUP001,MAT006,158,3199,505442
PO002188,2024-09-24,SUP006,MAT003,627,937,587499
PO002189,2024-05-03,SUP007,MAT025,846,3929,3323934
PO002190,2024-12-19,SUP003,MAT001,992,403,399776
PO002191,2025-12-07,SUP016,MAT023,759,2117,1606803
PO002192,2025-05-07,SUP009,MAT024,531,4810,2554110
PO002193,2024-09-30,SUP002,MAT023,395,404,159580
PO002194,2025-09-09,SUP008,MAT005,851,4949,4211599
PO002195,2024-11-13,SUP002,MAT013,110,4367,480370
PO002196,2024-07-04,SUP016,MAT026,784,3671,2878064
PO002197,2024-06-30,SUP006,MAT011,112,1599,179088
PO002198,2025-03-06,SUP005,MAT002,353,720,254160
PO002199,2025-03-07,SUP007,MAT016,3692,24,88608
PO002200,2025-05-12,SUP003,MAT010,263,1131,297453
PO002201,2024-10-21,SUP019,MAT028,9927,49,486423
PO002202,2025-11-05,SUP017,MAT016,7947,36,286092
PO002203,2024-01-06,SUP017,MAT013,394,2289,901866
PO002204,2024-06-03,SUP018,MAT028,3656,40,146240
PO002205,2025-04-29,SUP015,MAT024,460,583,268180
PO002206,2024-01-15,SUP014,MAT017,1691,20,33820
PO002207,2025-06-22,SUP008,MAT008,717,1026,735642
PO002208,2025-12-18,SUP006,MAT011,138,558,77004
PO002209,2025-07-19,SUP002,MAT011,55,1867,102685
PO002210,2024-10-23,SUP012,MAT016,9594,21,201474
PO002211,2025-01-22,SUP020,MAT021,777,1129,877233
PO002212,2024-04-27,SUP007,MAT025,936,715,669240
PO002213,2025-11-25,SUP018,MAT011,52,2213,115076
PO002214,2025-06-04,SUP005,MAT029,183,2387,436821
PO002215,2024-02-08,SUP013,MAT019,128,834,106752
PO002216,2024-08-09,SUP008,MAT026,985,1439,1417415
PO002217,2024-12-10,SUP006,MAT008,547,1146,626862
PO002218,2024-12-26,SUP009,MAT003,268,435,116580
PO002219,2025-03-30,SUP012,MAT015,9651,23,221973
PO002220,2025-02-25,SUP005,MAT004,863,4707,4062141
PO002221,2024-08-24,SUP019,MAT020,968,3022,2925296
PO002222,2024-08-28,SUP016,MAT006,409,3586,1466674
PO002223,2025-11-13,SUP019,MAT013,283,766,216778
PO002224,2024-10-02,SUP018,MAT021,641,2411,1545451
PO002225,2024-04-05,SUP016,MAT013,503,1094,550282
PO002226,2024-11-06,SUP013,MAT015,3461,9,31149
PO002227,2025-12-10,SUP004,MAT028,5692,41,233372
PO002228,2024-11-23,SUP001,MAT007,122,1982,241804
PO002229,2025-07-13,SUP017,MAT003,463,1050,486150
PO002230,2025-05-03,SUP015,MAT017,7101,36,255636
PO002231,2024-05-02,SUP013,MAT027,9471,15,142065
PO002232,2024-01-22,SUP018,MAT023,210,1016,213360
PO002233,2025-03-06,SUP016,MAT011,75,541,40575
PO002234,2025-08-10,SUP015,MAT029,83,1524,126492
PO002235,2024-09-04,SUP016,MAT021,641,2421,1551861
PO002236,2024-11-19,SUP003,MAT024,955,1028,981740
PO002237,2025-04-20,SUP011,MAT012,67,2350,157450
PO002238,2024-12-25,SUP020,MAT022,905,3903,3532215
PO002239,2024-03-19,SUP015,MAT017,7609,8,60872
PO002240,2024-07-27,SUP005,MAT016,6212,24,149088
PO002241,2025-07-12,SUP003,MAT008,988,1730,1709240
PO002242,2024-02-14,SUP011,MAT011,176,1996,351296
PO002243,2024-05-17,SUP015,MAT014,590,2347,1384730
PO002244,2025-08-07,SUP001,MAT008,901,2145,1932645
PO002245,2025-07-25,SUP016,MAT013,170,350,59500
PO002246,2025-12-20,SUP017,MAT003,561,1065,597465
PO002247,2024-12-02,SUP013,MAT020,272,1214,330208
PO002248,2024-07-31,SUP020,MAT012,71,1964,139444
PO002249,2025-12-04,SUP015,MAT001,876,379,332004
PO002250,2025-10-11,SUP011,MAT002,478,764,365192
PO002251,2024-04-24,SUP004,MAT016,2264,45,101880
PO002252,2024-09-26,SUP019,MAT024,519,3386,1757334
PO002253,2025-07-27,SUP013,MAT026,588,3858,2268504
PO002254,2025-03-01,SUP003,MAT011,139,2157,299823
PO002255,2025-02-20,SUP017,MAT016,6692,17,113764
PO002256,2024-11-01,SUP001,MAT011,195,1364,265980
PO002257,2024-06-03,SUP003,MAT012,59,1477,87143
PO002258,2025-04-26,SUP002,MAT014,448,248,111104
PO002259,2025-03-11,SUP011,MAT008,891,1013,902583
PO002260,2025-04-01,SUP017,MAT024,663,4366,2894658
PO002261,2024-12-19,SUP006,MAT030,274,2384,653216
PO002262,2024-02-18,SUP007,MAT025,730,3108,2268840
PO002263,2025-04-29,SUP015,MAT016,4153,22,91366
PO002264,2025-04-30,SUP004,MAT020,708,3549,2512692
PO002265,2025-04-08,SUP010,MAT017,5633,25,140825
PO002266,2024-04-15,SUP001,MAT014,599,885,530115
PO002267,2025-09-19,SUP003,MAT005,837,2218,1856466
PO002268,2025-06-20,SUP001,MAT022,872,1370,1194640
PO002269,2024-01-08,SUP004,MAT008,743,1132,841076
PO002270,2024-11-04,SUP010,MAT021,342,1170,400140
PO002271,2025-07-25,SUP018,MAT022,130,1080,140400
PO002272,2025-01-01,SUP007,MAT014,989,3418,3380402
PO002273,2025-07-19,SUP020,MAT022,893,2069,1847617
PO002274,2024-03-24,SUP004,MAT014,706,1778,1255268
PO002275,2024-07-29,SUP015,MAT018,200,2283,456600
PO002276,2024-07-31,SUP010,MAT030,288,1964,565632
PO002277,2024-02-01,SUP007,MAT023,593,4612,2734916
PO002278,2024-10-22,SUP010,MAT025,145,3546,514170
PO002279,2024-05-11,SUP013,MAT006,885,232,205320
PO002280,2025-05-06,SUP016,MAT019,62,2505,155310
PO002281,2024-09-27,SUP014,MAT022,965,374,360910
PO002282,2025-09-06,SUP015,MAT014,871,520,452920
PO002283,2024-04-08,SUP015,MAT026,529,1627,860683
PO002284,2025-06-12,SUP001,MAT009,244,566,138104
PO002285,2025-11-29,SUP017,MAT027,6111,15,91665
PO002286,2025-08-13,SUP018,MAT028,5063,26,131638
PO002287,2024-01-07,SUP013,MAT009,126,980,123480
PO002288,2024-01-01,SUP016,MAT016,6174,42,259308
PO002289,2025-02-26,SUP002,MAT009,200,2156,431200
PO002290,2024-11-06,SUP006,MAT022,416,4358,1812928
PO002291,2025-12-18,SUP014,MAT014,104,4586,476944
PO002292,2025-04-05,SUP017,MAT001,368,564,207552
PO002293,2025-08-22,SUP006,MAT029,208,1882,391456
PO002294,2025-03-15,SUP020,MAT025,310,4461,1382910
PO002295,2025-03-07,SUP002,MAT029,222,1475,327450
PO002296,2024-12-27,SUP007,MAT018,61,1202,73322
PO002297,2024-11-16,SUP003,MAT002,508,786,399288
PO002298,2024-12-30,SUP020,MAT028,8744,10,87440
PO002299,2025-08-12,SUP014,MAT015,6974,44,306856
PO002300,2024-01-29,SUP009,MAT014,674,2358,1589292
PO002301,2024-10-09,SUP014,MAT025,749,4904,3673096
PO002302,2024-03-18,SUP011,MAT017,8647,9,77823
PO002303,2024-07-08,SUP016,MAT004,253,2623,663619
PO002304,2025-07-13,SUP003,MAT002,516,587,302892
PO002305,2025-04-20,SUP009,MAT006,959,994,953246
PO002306,2025-04-05,SUP003,MAT009,192,1607,308544
PO002307,2025-09-01,SUP015,MAT013,777,3718,2888886
PO002308,2024-09-19,SUP016,MAT017,2599,23,59777
PO002309,2025-08-03,SUP015,MAT015,7374,47,346578
PO002310,2024-08-29,SUP014,MAT029,225,1107,249075
PO002311,2024-07-28,SUP002,MAT008,832,1328,1104896
PO002312,2024-05-26,SUP007,MAT010,178,1447,257566
PO002313,2025-03-05,SUP019,MAT008,680,3594,2443920
PO002314,2024-12-28,SUP016,MAT009,170,1500,255000
PO002315,2024-05-11,SUP018,MAT010,184,1090,200560
PO002316,2025-04-17,SUP010,MAT019,47,1903,89441
PO002317,2024-11-27,SUP013,MAT008,774,4868,3767832
PO002318,2025-08-14,SUP011,MAT020,307,2048,628736
PO002319,2024-06-28,SUP010,MAT016,4748,14,66472
PO002320,2025-02-08,SUP011,MAT028,5010,7,35070
PO002321,2024-12-15,SUP011,MAT022,256,580,148480
PO002322,2025-09-09,SUP003,MAT024,313,4110,1286430
PO002323,2025-05-06,SUP009,MAT025,648,1317,853416
PO002324,2025-07-20,SUP020,MAT025,787,1043,820841
PO002325,2024-05-31,SUP011,MAT018,62,1004,62248
PO002326,2024-07-31,SUP016,MAT026,689,4023,2771847
PO002327,2024-04-07,SUP007,MAT023,666,3889,2590074
PO002328,2024-08-29,SUP011,MAT021,550,3230,1776500
PO002329,2024-04-14,SUP015,MAT009,170,672,114240
PO002330,2024-05-18,SUP017,MAT030,242,2245,543290
PO002331,2025-12-24,SUP003,MAT011,281,2003,562843
PO002332,2025-02-13,SUP014,MAT023,241,4714,1136074
PO002333,2025-01-26,SUP001,MAT019,35,2630,92050
PO002334,2025-06-30,SUP020,MAT014,666,4376,2914416
PO002335,2025-09-14,SUP006,MAT023,686,2698,1850828
PO002336,2025-03-16,SUP008,MAT020,412,3440,1417280
PO002337,2025-11-03,SUP012,MAT011,120,2064,247680
PO002338,2025-01-10,SUP013,MAT015,5542,32,177344
PO002339,2025-11-15,SUP004,MAT017,5682,20,113640
PO002340,2025-04-16,SUP018,MAT004,367,620,227540
PO002341,2024-07-29,SUP016,MAT020,807,4120,3324840
PO002342,2025-09-07,SUP011,MAT001,585,726,424710
PO002343,2025-02-02,SUP004,MAT006,878,3417,3000126
PO002344,2025-08-03,SUP015,MAT020,840,1188,997920
PO002345,2025-06-04,SUP003,MAT021,587,1512,887544
PO002346,2025-06-21,SUP013,MAT005,643,257,165251
PO002347,2025-12-05,SUP009,MAT013,844,3189,2691516
PO002348,2025-09-21,SUP007,MAT025,564,4263,2404332
PO002349,2025-08-08,SUP018,MAT021,759,3881,2945679
PO002350,2024-06-25,SUP012,MAT006,692,2850,1972200
PO002351,2024-07-12,SUP008,MAT010,79,1383,109257
PO002352,2025-02-22,SUP001,MAT029,213,1346,286698
PO002353,2024-09-22,SUP008,MAT027,9994,50,499700
PO002354,2025-08-24,SUP012,MAT028,5226,41,214266
PO002355,2024-11-14,SUP010,MAT011,287,1111,318857
PO002356,2025-04-27,SUP001,MAT027,9969,29,289101
PO002357,2025-09-21,SUP008,MAT004,889,1674,1488186
PO002358,2024-08-12,SUP016,MAT008,981,2106,2065986
PO002359,2024-08-27,SUP017,MAT014,379,423,160317
PO002360,2025-02-28,SUP009,MAT020,197,4137,814989
PO002361,2025-06-29,SUP008,MAT004,423,4226,1787598
PO002362,2024-11-16,SUP002,MAT004,633,656,415248
PO002363,2024-09-20,SUP003,MAT012,210,2283,479430
PO002364,2024-11-02,SUP004,MAT026,732,1603,1173396
PO002365,2025-03-15,SUP001,MAT030,171,1954,334134
PO002366,2024-12-05,SUP003,MAT003,682,726,495132
PO002367,2025-06-12,SUP015,MAT010,60,2013,120780
PO002368,2024-01-19,SUP015,MAT014,457,919,419983
PO002369,2025-05-30,SUP002,MAT025,918,4586,4209948
PO002370,2025-09-03,SUP017,MAT010,215,724,155660
PO002371,2025-08-06,SUP019,MAT027,3219,33,106227
PO002372,2025-12-10,SUP009,MAT022,222,849,188478
PO002373,2025-05-09,SUP003,MAT021,294,2044,600936
PO002374,2024-02-07,SUP005,MAT028,5449,31,168919
PO002375,2024-06-16,SUP004,MAT001,800,1017,813600
PO002376,2025-05-07,SUP020,MAT002,266,999,265734
PO002377,2024-11-27,SUP014,MAT024,760,1217,924920
PO002378,2025-02-26,SUP011,MAT007,813,376,305688
PO002379,2025-06-18,SUP015,MAT004,604,1287,777348
PO002380,2025-08-10,SUP011,MAT028,8847,18,159246
PO002381,2024-02-17,SUP002,MAT002,667,936,624312
PO002382,2025-10-26,SUP005,MAT024,680,2647,1799960
PO002383,2024-03-01,SUP005,MAT009,74,1182,87468
PO002384,2024-10-13,SUP016,MAT009,64,585,37440
PO002385,2025-02-07,SUP019,MAT001,435,826,359310
PO002386,2024-11-03,SUP006,MAT029,241,1800,433800
PO002387,2024-12-19,SUP009,MAT018,199,2143,426457
PO002388,2025-01-31,SUP012,MAT015,5864,24,140736
PO002389,2025-12-26,SUP014,MAT002,949,1042,988858
PO002390,2025-06-16,SUP012,MAT004,164,2624,430336
PO002391,2025-02-24,SUP005,MAT006,392,1914,750288
PO002392,2025-07-25,SUP005,MAT018,154,2710,417340
PO002393,2025-04-19,SUP006,MAT018,38,2567,97546
PO002394,2025-03-30,SUP012,MAT007,913,969,884697
PO002395,2024-07-20,SUP007,MAT027,5616,43,241488
PO002396,2025-11-17,SUP010,MAT007,924,288,266112
PO002397,2025-02-14,SUP002,MAT011,171,1797,307287
PO002398,2025-06-02,SUP018,MAT023,176,3861,679536
PO002399,2025-04-03,SUP001,MAT004,781,914,713834
PO002400,2024-06-15,SUP006,MAT004,183,1276,233508
PO002401,2025-04-09,SUP003,MAT015,6680,44,293920
PO002402,2025-07-14,SUP001,MAT013,694,3846,2669124
PO002403,2024-09-26,SUP005,MAT011,162,747,121014
PO002404,2025-02-16,SUP008,MAT025,108,1890,204120
PO002405,2025-04-21,SUP011,MAT026,109,2199,239691
PO002406,2025-06-12,SUP003,MAT009,219,1459,319521
PO002407,2024-05-13,SUP016,MAT023,780,1473,1148940
PO002408,2025-12-27,SUP016,MAT002,302,1103,333106
PO002409,2025-07-27,SUP005,MAT015,6782,20,135640
PO002410,2025-08-10,SUP005,MAT011,269,2302,619238
PO002411,2025-02-25,SUP003,MAT009,198,1380,273240
PO002412,2025-08-25,SUP019,MAT020,720,4693,3378960
PO002413,2024-06-12,SUP001,MAT028,4788,35,167580
PO002414,2025-07-14,SUP001,MAT025,345,494,170430
PO002415,2025-10-16,SUP019,MAT005,667,866,577622
PO002416,2025-12-31,SUP016,MAT010,206,1405,289430
PO002417,2024-04-30,SUP012,MAT003,289,1093,315877
PO002418,2025-06-30,SUP018,MAT005,325,4103,1333475
PO002419,2025-12-24,SUP016,MAT030,156,1800,280800
PO002420,2024-07-11,SUP012,MAT029,209,609,127281
PO002421,2024-02-12,SUP012,MAT029,156,501,78156
PO002422,2024-10-21,SUP011,MAT013,850,4250,3612500
PO002423,2025-10-11,SUP013,MAT008,580,4390,2546200
PO002424,2025-12-04,SUP003,MAT015,2882,14,40348
PO002425,2025-08-26,SUP001,MAT016,4119,34,140046
PO002426,2024-03-06,SUP017,MAT014,728,1945,1415960
PO002427,2024-05-02,SUP001,MAT008,738,4325,3191850
PO002428,2024-11-14,SUP003,MAT003,849,582,494118
PO002429,2025-08-14,SUP014,MAT014,999,1705,1703295
PO002430,2025-08-04,SUP007,MAT015,3318,14,46452
PO002431,2024-07-04,SUP019,MAT008,215,4245,912675
PO002432,2024-07-13,SUP006,MAT009,228,991,225948
PO002433,2025-08-22,SUP013,MAT023,625,4279,2674375
PO002434,2025-10-10,SUP013,MAT018,70,934,65380
PO002435,2024-02-06,SUP018,MAT004,546,2792,1524432
PO002436,2025-11-11,SUP017,MAT029,208,861,179088
PO002437,2025-11-17,SUP004,MAT013,258,4312,1112496
PO002438,2024-07-06,SUP014,MAT017,7232,26,188032
PO002439,2025-06-30,SUP019,MAT026,862,2060,1775720
PO002440,2024-08-25,SUP002,MAT018,186,2754,512244
PO002441,2025-08-23,SUP014,MAT003,329,1081,355649
PO002442,2025-06-08,SUP012,MAT023,262,342,89604
PO002443,2024-10-31,SUP017,MAT018,88,2281,200728
PO002444,2025-11-01,SUP001,MAT023,715,2584,1847560
PO002445,2025-10-07,SUP002,MAT027,6751,13,87763
PO002446,2024-11-22,SUP018,MAT017,9695,20,193900
PO002447,2025-12-09,SUP002,MAT025,971,1459,1416689
PO002448,2024-09-07,SUP009,MAT023,282,3693,1041426
PO002449,2025-12-23,SUP004,MAT026,440,3037,1336280
PO002450,2025-03-22,SUP011,MAT026,720,3991,2873520
PO002451,2025-11-05,SUP002,MAT023,891,2177,1939707
PO002452,2024-07-01,SUP007,MAT020,261,1363,355743
PO002453,2025-12-01,SUP019,MAT004,534,1985,1059990
PO002454,2025-01-28,SUP001,MAT021,812,1950,1583400
PO002455,2024-04-04,SUP004,MAT021,289,1852,535228
PO002456,2025-08-30,SUP016,MAT018,175,2730,477750
PO002457,2024-10-10,SUP006,MAT015,8837,9,79533
PO002458,2024-04-10,SUP018,MAT027,7467,11,82137
PO002459,2024-02-27,SUP007,MAT019,169,1806,305214
PO002460,2024-12-21,SUP012,MAT018,103,730,75190
PO002461,2025-08-19,SUP013,MAT005,536,3563,1909768
PO002462,2024-03-27,SUP018,MAT029,279,1865,520335
PO002463,2024-08-01,SUP006,MAT010,133,523,69559
PO002464,2025-10-18,SUP014,MAT021,351,4785,1679535
PO002465,2024-06-18,SUP020,MAT011,251,1964,492964
PO002466,2025-11-12,SUP003,MAT028,2744,43,117992
PO002467,2025-07-09,SUP009,MAT015,6880,32,220160
PO002468,2025-09-19,SUP016,MAT020,192,4417,848064
PO002469,2024-06-18,SUP015,MAT012,208,2255,469040
PO002470,2024-05-11,SUP002,MAT002,332,537,178284
PO002471,2024-10-17,SUP020,MAT016,4496,22,98912
PO002472,2024-06-10,SUP018,MAT028,5071,13,65923
PO002473,2024-07-03,SUP007,MAT026,378,585,221130
PO002474,2024-06-23,SUP013,MAT026,445,3277,1458265
PO002475,2024-02-02,SUP017,MAT003,989,1083,1071087
PO002476,2025-12-12,SUP016,MAT013,816,1982,1617312
PO002477,2024-04-26,SUP018,MAT030,257,1641,421737
PO002478,2024-03-12,SUP015,MAT008,478,1740,831720
PO002479,2024-08-19,SUP005,MAT011,242,1254,303468
PO002480,2024-03-26,SUP013,MAT029,269,1306,351314
PO002481,2025-01-27,SUP004,MAT029,222,1599,354978
PO002482,2024-12-29,SUP002,MAT015,3518,45,158310
PO002483,2025-06-21,SUP006,MAT020,721,1351,974071
PO002484,2025-12-18,SUP004,MAT020,237,4682,1109634
PO002485,2025-12-08,SUP008,MAT017,7325,48,351600
PO002486,2025-08-06,SUP004,MAT019,116,2888,335008
PO002487,2024-07-23,SUP018,MAT020,506,1178,596068
PO002488,2025-06-17,SUP001,MAT022,333,2342,779886
PO002489,2025-10-16,SUP005,MAT023,595,2579,1534505
PO002490,2024-01-15,SUP019,MAT027,4214,36,151704
PO002491,2025-08-15,SUP014,MAT027,9457,9,85113
PO002492,2025-05-23,SUP004,MAT022,788,2244,1768272
PO002493,2025-04-30,SUP017,MAT010,136,789,107304
PO002494,2025-08-24,SUP006,MAT003,889,1133,1007237
PO002495,2025-06-06,SUP004,MAT008,988,1952,1928576
PO002496,2024-01-05,SUP018,MAT018,62,868,53816
PO002497,2024-05-11,SUP007,MAT014,898,1400,1257200
PO002498,2025-05-26,SUP003,MAT013,831,4907,4077717
PO002499,2024-11-05,SUP009,MAT029,258,1067,275286
PO002500,2025-06-16,SUP020,MAT027,2934,19,55746
PO002501,2024-09-14,SUP018,MAT022,908,1440,1307520
PO002502,2025-01-21,SUP018,MAT009,171,1601,273771
PO002503,2024-11-27,SUP001,MAT003,411,618,253998
PO002504,2024-07-29,SUP002,MAT007,776,1144,887744
PO002505,2024-10-30,SUP017,MAT029,203,747,151641
PO002506,2024-02-01,SUP020,MAT021,192,1563,300096
PO002507,2025-12-01,SUP005,MAT008,495,4451,2203245
PO002508,2024-03-28,SUP001,MAT014,317,4709,1492753
PO002509,2025-06-17,SUP003,MAT011,98,1015,99470
PO002510,2025-09-08,SUP010,MAT011,65,2107,136955
PO002511,2024-01-07,SUP009,MAT005,222,3731,828282
PO002512,2024-01-05,SUP009,MAT018,109,766,83494
PO002513,2025-02-10,SUP008,MAT017,3178,5,15890
PO002514,2025-10-04,SUP004,MAT025,517,2552,1319384
PO002515,2025-09-14,SUP005,MAT011,266,560,148960
PO002516,2024-09-09,SUP013,MAT021,874,3601,3147274
PO002517,2025-11-13,SUP002,MAT003,749,399,298851
PO002518,2025-06-29,SUP010,MAT025,998,1258,1255484
PO002519,2024-06-28,SUP012,MAT017,2218,44,97592
PO002520,2025-01-24,SUP019,MAT018,196,2407,471772
PO002521,2025-07-28,SUP020,MAT029,141,988,139308
PO002522,2024-11-21,SUP006,MAT018,131,2844,372564
PO002523,2025-05-16,SUP016,MAT023,824,3793,3125432
PO002524,2024-10-17,SUP014,MAT007,960,1957,1878720
PO002525,2025-05-20,SUP020,MAT015,1220,20,24400
PO002526,2025-12-01,SUP007,MAT023,601,1191,715791
PO002527,2025-05-20,SUP008,MAT007,816,492,401472
PO002528,2024-07-04,SUP017,MAT006,194,3006,583164
PO002529,2024-04-25,SUP018,MAT028,1438,49,70462
PO002530,2025-12-05,SUP003,MAT028,7756,50,387800
PO002531,2025-10-11,SUP004,MAT022,641,1775,1137775
PO002532,2025-09-26,SUP013,MAT026,293,1147,336071
PO002533,2025-05-17,SUP004,MAT027,9197,35,321895
PO002534,2025-02-04,SUP019,MAT002,787,1200,944400
PO002535,2025-07-30,SUP002,MAT021,166,1248,207168
PO002536,2025-02-23,SUP017,MAT021,235,2914,684790
PO002537,2024-01-24,SUP005,MAT026,708,4912,3477696
PO002538,2025-09-17,SUP002,MAT024,674,1029,693546
PO002539,2025-11-05,SUP017,MAT017,7904,27,213408
PO002540,2025-11-28,SUP006,MAT020,582,2050,1193100
PO002541,2025-06-17,SUP019,MAT004,532,514,273448
PO002542,2025-03-12,SUP008,MAT015,6642,9,59778
PO002543,2025-03-25,SUP004,MAT007,536,2900,1554400
PO002544,2025-05-19,SUP012,MAT025,490,1643,805070
PO002545,2025-02-05,SUP008,MAT028,9441,12,113292
PO002546,2025-03-21,SUP006,MAT030,277,2476,685852
PO002547,2025-10-13,SUP001,MAT001,372,800,297600
PO002548,2024-11-18,SUP013,MAT020,610,1824,1112640
PO002549,2025-08-28,SUP010,MAT023,763,537,409731
PO002550,2024-07-18,SUP019,MAT020,236,1834,432824
PO002551,2024-04-20,SUP011,MAT028,9575,47,450025
PO002552,2024-08-31,SUP019,MAT001,789,590,465510
PO002553,2024-06-11,SUP012,MAT009,147,1925,282975
PO002554,2025-09-17,SUP018,MAT019,148,1595,236060
PO002555,2025-12-11,SUP006,MAT019,111,2248,249528
PO002556,2024-09-27,SUP017,MAT018,187,1553,290411
PO002557,2025-07-22,SUP017,MAT009,222,2185,485070
PO002558,2024-01-20,SUP011,MAT019,170,2637,448290
PO002559,2024-01-26,SUP020,MAT027,1831,37,67747
PO002560,2024-06-09,SUP003,MAT028,6758,29,195982
PO002561,2024-06-23,SUP012,MAT017,4857,43,208851
PO002562,2024-10-10,SUP017,MAT014,196,218,42728
PO002563,2025-09-23,SUP005,MAT025,571,1016,580136
PO002564,2024-03-03,SUP019,MAT028,7154,41,293314
PO002565,2025-12-04,SUP016,MAT020,167,1796,299932
PO002566,2025-04-01,SUP020,MAT021,649,1393,904057
PO002567,2024-07-06,SUP009,MAT009,265,1163,308195
PO002568,2024-04-01,SUP007,MAT021,708,257,181956
PO002569,2025-12-29,SUP005,MAT009,174,954,165996
PO002570,2024-02-25,SUP001,MAT014,719,1807,1299233
PO002571,2024-02-19,SUP010,MAT001,314,599,188086
PO002572,2024-06-01,SUP001,MAT019,110,1738,191180
PO002573,2025-02-10,SUP017,MAT004,909,4615,4195035
