Delivery_ID,PO_ID,Promised_Date,Delivery_Date,Delay_Days
DEL002967,PO002967,2024-04-12,2024-04-13,1
DEL002968,PO002968,2024-12-24,2024-12-23,-1
DEL002969,PO002969,2025-04-26,2025-04-28,2
DEL002970,PO002970,2024-11-14,2024-11-12,-2
DEL002971,PO002971,2025-02-23,2025-02-26,3
DEL002972,PO002972,2025-05-23,2025-05-26,3
DEL002973,PO002973,2025-02-22,2025-02-25,3
DEL002974,PO002974,2024-10-03,2024-10-01,-2
DEL002975,PO002975,2024-08-21,2024-08-26,5
DEL002976,PO002976,2025-04-01,2025-04-06,5
DEL002977,PO002977,2025-11-27,2025-11-29,2
DEL002978,PO002978,2024-03-26,2024-03-25,-1
DEL002979,PO002979,2024-06-25,2024-06-23,-2
DEL002980,PO002980,2024-03-02,2024-03-03,1
DEL002981,PO002981,2025-06-14,2025-06-17,3
DEL002982,PO002982,2024-10-26,2024-10-24,-2
DEL002983,PO002983,2024-07-27,2024-08-01,5
DEL002984,PO002984,2025-09-01,2025-09-02,1
DEL002985,PO002985,2024-12-03,2024-12-06,3
DEL002986,PO002986,2024-12-25,2024-12-27,2
DEL002987,PO002987,2025-04-28,2025-04-26,-2
DEL002988,PO002988,2024-02-13,2024-02-12,-1
DEL002989,PO002989,2024-11-14,2024-11-14,0
DEL002990,PO002990,2025-11-14,2025-11-14,0
DEL002991,PO002991,2025-12-26,2025-12-27,1
DEL002992,PO002992,2025-04-27,2025-04-29,2
DEL002993,PO002993,2025-01-18,2025-01-17,-1
DEL002994,PO002994,2025-07-23,2025-07-26,3
DEL002995,PO002995,2025-11-10,2025-11-13,3
DEL002996,PO002996,2024-07-18,2024-07-20,2
DEL002997,PO002997,2024-04-08,2024-04-11,3
DEL002998,PO002998,2025-05-24,2025-05-27,3
DEL002999,PO002999,2025-09-14,2025-09-13,-1
DEL003000,PO003000,2026-01-07,2026-01-10,3
DEL003001,PO003001,2024-09-16,2024-09-21,5
DEL003002,PO003002,2025-12-26,2025-12-29,3
DEL003003,PO003003,2025-04-14,2025-04-16,2
DEL003004,PO003004,2024-02-24,2024-02-23,-1
DEL003005,PO003005,2025-05-03,2025-05-02,-1
DEL003006,PO003006,2024-11-13,2024-11-13,0
DEL003007,PO003007,2026-01-07,2026-01-05,-2
DEL003008,PO003008,2024-08-19,2024-08-24,5
DEL003009,PO003009,2025-03-02,2025-03-04,2
DEL003010,PO003010,2025-06-22,2025-06-22,0
DEL003011,PO003011,2025-05-21,2025-05-22,1
DEL003012,PO003012,2024-05-08,2024-05-11,3
DEL003013,PO003013,2025-02-12,2025-02-10,-2
DEL003014,PO003014,2025-01-01,2025-01-02,1
DEL003015,PO003015,2025-09-15,2025-09-17,2
DEL003016,PO003016,2025-11-22,2025-11-26,4
DEL003017,PO003017,2024-09-07,2024-09-12,5
DEL003018,PO003018,2024-06-26,2024-06-30,4
DEL003019,PO003019,2025-01-09,2025-01-11,2
DEL003020,PO003020,2024-07-21,2024-07-20,-1
DEL003021,PO003021,2025-11-14,2025-11-14,0
DEL003022,PO003022,2026-01-09,2026-01-10,1
DEL003023,PO003023,2026-01-02,2026-01-05,3
DEL003024,PO003024,2025-08-02,2025-08-02,0
DEL003025,PO003025,2024-06-08,2024-06-13,5
DEL003026,PO003026,2024-07-26,2024-07-29,3
DEL003027,PO003027,2025-02-08,2025-02-13,5
DEL003028,PO003028,2025-06-14,2025-06-15,1
DEL003029,PO003029,2024-11-03,2024-11-01,-2
DEL003030,PO003030,2025-05-22,2025-05-22,0
DEL003031,PO003031,2025-09-13,2025-09-15,2
DEL003032,PO003032,2026-01-03,2026-01-03,0
DEL003033,PO003033,2025-09-19,2025-09-19,0
DEL003034,PO003034,2025-01-31,2025-02-05,5
DEL003035,PO003035,2025-12-09,2025-12-13,4
DEL003036,PO003036,2025-10-02,2025-10-07,5
DEL003037,PO003037,2024-02-12,2024-02-10,-2
DEL003038,PO003038,2025-11-01,2025-11-03,2
DEL003039,PO003039,2024-12-28,2024-12-28,0
DEL003040,PO003040,2024-07-31,2024-08-04,4
DEL003041,PO003041,2024-03-16,2024-03-18,2
DEL003042,PO003042,2024-09-19,2024-09-20,1
DEL003043,PO003043,2025-09-10,2025-09-12,2
DEL003044,PO003044,2024-06-08,2024-06-12,4
DEL003045,PO003045,2024-05-17,2024-05-19,2
DEL003046,PO003046,2024-07-07,2024-07-07,0
DEL003047,PO003047,2024-10-12,2024-10-16,4
DEL003048,PO003048,2025-12-28,2025-12-27,-1
DEL003049,PO003049,2025-05-26,2025-05-26,0
DEL003050,PO003050,2025-07-31,2025-08-05,5
DEL003051,PO003051,2024-07-22,2024-07-20,-2
DEL003052,PO003052,2025-01-11,2025-01-09,-2
DEL003053,PO003053,2025-10-26,2025-10-31,5
DEL003054,PO003054,2024-03-26,2024-03-29,3
DEL003055,PO003055,2024-11-22,2024-11-27,5
DEL003056,PO003056,2024-05-25,2024-05-30,5
DEL003057,PO003057,2025-08-14,2025-08-17,3
DEL003058,PO003058,2024-11-06,2024-11-05,-1
DEL003059,PO003059,2024-05-08,2024-05-13,5
DEL003060,PO003060,2025-12-06,2025-12-09,3
DEL003061,PO003061,2025-12-08,2025-12-11,3
DEL003062,PO003062,2025-05-13,2025-05-17,4
DEL003063,PO003063,2024-02-07,2024-02-12,5
DEL003064,PO003064,2025-10-07,2025-10-06,-1
DEL003065,PO003065,2024-07-20,2024-07-22,2
DEL003066,PO003066,2024-12-20,2024-12-21,1
DEL003067,PO003067,2025-06-23,2025-06-21,-2
DEL003068,PO003068,2025-04-21,2025-04-22,1
DEL003069,PO003069,2024-12-04,2024-12-09,5
DEL003070,PO003070,2025-04-22,2025-04-26,4
DEL003071,PO003071,2024-01-20,2024-01-23,3
DEL003072,PO003072,2025-05-23,2025-05-23,0
DEL003073,PO003073,2024-04-23,2024-04-27,4
DEL003074,PO003074,2025-10-01,2025-10-06,5
DEL003075,PO003075,2024-07-12,2024-07-16,4
DEL003076,PO003076,2025-07-13,2025-07-13,0
DEL003077,PO003077,2024-03-05,2024-03-08,3
DEL003078,PO003078,2025-03-04,2025-03-02,-2
DEL003079,PO003079,2025-08-31,2025-09-04,4
DEL003080,PO003080,2024-06-16,2024-06-17,1
DEL003081,PO003081,2025-08-01,2025-07-31,-1
DEL003082,PO003082,2025-12-21,2025-12-22,1
DEL003083,PO003083,2025-01-22,2025-01-25,3
DEL003084,PO003084,2024-07-15,2024-07-13,-2
DEL003085,PO003085,2024-10-28,2024-10-27,-1
DEL003086,PO003086,2025-08-18,2025-08-21,3
DEL003087,PO003087,2024-06-06,2024-06-09,3
DEL003088,PO003088,2025-07-27,2025-07-26,-1
DEL003089,PO003089,2025-01-29,2025-01-28,-1
DEL003090,PO003090,2025-10-16,2025-10-15,-1
DEL003091,PO003091,2025-02-02,2025-02-06,4
DEL003092,PO003092,2025-09-05,2025-09-04,-1
DEL003093,PO003093,2024-10-09,2024-10-10,1
DEL003094,PO003094,2025-08-23,2025-08-25,2
DEL003095,PO003095,2024-07-01,2024-07-03,2
DEL003096,PO003096,2024-06-14,2024-06-12,-2
DEL003097,PO003097,2025-03-09,2025-03-11,2
DEL003098,PO003098,2024-11-30,2024-12-04,4
DEL003099,PO003099,2024-12-21,2024-12-23,2
DEL003100,PO003100,2025-03-24,2025-03-23,-1
DEL003101,PO003101,2025-05-12,2025-05-11,-1
DEL003102,PO003102,2024-08-19,2024-08-23,4
DEL003103,PO003103,2025-12-19,2025-12-20,1
DEL003104,PO003104,2024-11-14,2024-11-17,3
DEL003105,PO003105,2024-09-29,2024-09-27,-2
DEL003106,PO003106,2024-10-04,2024-10-05,1
DEL003107,PO003107,2025-09-12,2025-09-15,3
DEL003108,PO003108,2024-01-29,2024-01-29,0
DEL003109,PO003109,2024-10-06,2024-10-07,1
DEL003110,PO003110,2025-09-13,2025-09-17,4
DEL003111,PO003111,2025-05-30,2025-05-30,0
DEL003112,PO003112,2025-09-04,2025-09-07,3
DEL003113,PO003113,2025-10-21,2025-10-19,-2
DEL003114,PO003114,2024-06-02,2024-06-06,4
DEL003115,PO003115,2024-06-08,2024-06-11,3
DEL003116,PO003116,2025-05-04,2025-05-03,-1
DEL003117,PO003117,2025-04-10,2025-04-08,-2
DEL003118,PO003118,2025-07-22,2025-07-21,-1
DEL003119,PO003119,2024-12-27,2025-01-01,5
DEL003120,PO003120,2025-01-04,2025-01-08,4
DEL003121,PO003121,2024-11-20,2024-11-19,-1
DEL003122,PO003122,2025-02-06,2025-02-11,5
DEL003123,PO003123,2024-07-06,2024-07-11,5
DEL003124,PO003124,2025-04-13,2025-04-18,5
DEL003125,PO003125,2024-08-01,2024-08-05,4
DEL003126,PO003126,2025-12-22,2025-12-22,0
DEL003127,PO003127,2024-06-14,2024-06-12,-2
DEL003128,PO003128,2024-03-27,2024-03-30,3
DEL003129,PO003129,2024-07-17,2024-07-22,5
DEL003130,PO003130,2025-05-03,2025-05-02,-1
DEL003131,PO003131,2025-07-17,2025-07-19,2
DEL003132,PO003132,2024-12-24,2024-12-28,4
DEL003133,PO003133,2025-09-05,2025-09-03,-2
DEL003134,PO003134,2024-09-11,2024-09-10,-1
DEL003135,PO003135,2025-07-30,2025-07-28,-2
DEL003136,PO003136,2024-12-06,2024-12-08,2
DEL003137,PO003137,2024-01-20,2024-01-21,1
DEL003138,PO003138,2025-01-05,2025-01-10,5
DEL003139,PO003139,2025-12-13,2025-12-17,4
DEL003140,PO003140,2024-02-25,2024-02-24,-1
DEL003141,PO003141,2025-12-10,2025-12-08,-2
DEL003142,PO003142,2024-03-24,2024-03-27,3
DEL003143,PO003143,2024-02-13,2024-02-16,3
DEL003144,PO003144,2024-09-17,2024-09-18,1
DEL003145,PO003145,2025-04-20,2025-04-18,-2
DEL003146,PO003146,2025-08-23,2025-08-22,-1
DEL003147,PO003147,2024-10-08,2024-10-13,5
DEL003148,PO003148,2025-01-02,2025-01-07,5
DEL003149,PO003149,2025-12-18,2025-12-19,1
DEL003150,PO003150,2024-12-02,2024-12-01,-1
DEL003151,PO003151,2025-01-07,2025-01-09,2
DEL003152,PO003152,2024-02-01,2024-02-03,2
DEL003153,PO003153,2026-01-01,2026-01-02,1
DEL003154,PO003154,2024-03-08,2024-03-07,-1
DEL003155,PO003155,2024-11-13,2024-11-11,-2
DEL003156,PO003156,2025-01-28,2025-01-31,3
DEL003157,PO003157,2024-05-24,2024-05-28,4
DEL003158,PO003158,2025-02-20,2025-02-20,0
DEL003159,PO003159,2025-04-08,2025-04-06,-2
DEL003160,PO003160,2025-06-24,2025-06-26,2
DEL003161,PO003161,2025-12-15,2025-12-14,-1
DEL003162,PO003162,2025-02-28,2025-03-03,3
DEL003163,PO003163,2024-06-15,2024-06-18,3
DEL003164,PO003164,2025-04-26,2025-04-28,2
DEL003165,PO003165,2024-05-01,2024-05-01,0
DEL003166,PO003166,2025-04-12,2025-04-11,-1
DEL003167,PO003167,2025-08-18,2025-08-20,2
DEL003168,PO003168,2025-09-10,2025-09-12,2
DEL003169,PO003169,2025-05-12,2025-05-13,1
DEL003170,PO003170,2024-07-22,2024-07-25,3
DEL003171,PO003171,2024-04-11,2024-04-10,-1
DEL003172,PO003172,2024-09-04,2024-09-09,5
DEL003173,PO003173,2025-02-01,2025-01-30,-2
DEL003174,PO003174,2024-08-24,2024-08-24,0
DEL003175,PO003175,2024-12-23,2024-12-28,5
DEL003176,PO003176,2024-06-13,2024-06-15,2
DEL003177,PO003177,2024-01-18,2024-01-22,4
DEL003178,PO003178,2024-02-18,2024-02-21,3
DEL003179,PO003179,2024-02-25,2024-02-28,3
DEL003180,PO003180,2025-11-05,2025-11-06,1
DEL003181,PO003181,2025-03-04,2025-03-02,-2
DEL003182,PO003182,2024-05-12,2024-05-13,1
DEL003183,PO003183,2025-03-21,2025-03-23,2
DEL003184,PO003184,2025-05-18,2025-05-18,0
DEL003185,PO003185,2024-04-07,2024-04-05,-2
DEL003186,PO003186,2025-12-01,2025-12-06,5
DEL003187,PO003187,2024-07-31,2024-08-04,4
DEL003188,PO003188,2024-06-23,2024-06-24,1
DEL003189,PO003189,2024-01-24,2024-01-22,-2
DEL003190,PO003190,2024-08-18,2024-08-18,0
DEL003191,PO003191,2025-07-08,2025-07-13,5
DEL003192,PO003192,2024-07-06,2024-07-10,4
DEL003193,PO003193,2025-02-03,2025-02-07,4
DEL003194,PO003194,2025-03-19,2025-03-21,2
DEL003195,PO003195,2025-09-10,2025-09-15,5
DEL003196,PO003196,2025-05-12,2025-05-17,5
DEL003197,PO003197,2024-03-13,2024-03-17,4
DEL003198,PO003198,2025-07-05,2025-07-07,2
DEL003199,PO003199,2025-08-04,2025-08-08,4
DEL003200,PO003200,2024-04-16,2024-04-21,5
DEL003201,PO003201,2025-11-29,2025-11-28,-1
DEL003202,PO003202,2024-08-19,2024-08-24,5
DEL003203,PO003203,2025-08-03,2025-08-06,3
DEL003204,PO003204,2025-05-31,2025-06-03,3
DEL003205,PO003205,2025-03-21,2025-03-22,1
DEL003206,PO003206,2024-06-09,2024-06-12,3
DEL003207,PO003207,2025-03-31,2025-04-02,2
DEL003208,PO003208,2025-06-23,2025-06-28,5
DEL003209,PO003209,2025-02-09,2025-02-07,-2
DEL003210,PO003210,2025-03-26,2025-03-26,0
DEL003211,PO003211,2025-09-01,2025-09-01,0
DEL003212,PO003212,2024-06-07,2024-06-09,2
DEL003213,PO003213,2025-12-18,2025-12-16,-2
DEL003214,PO003214,2025-12-02,2025-12-07,5
DEL003215,PO003215,2025-10-21,2025-10-19,-2
DEL003216,PO003216,2024-03-19,2024-03-19,0
DEL003217,PO003217,2024-07-31,2024-08-03,3
DEL003218,PO003218,2025-04-28,2025-04-28,0
DEL003219,PO003219,2024-09-20,2024-09-25,5
DEL003220,PO003220,2025-08-31,2025-08-30,-1
DEL003221,PO003221,2024-12-06,2024-12-06,0
DEL003222,PO003222,2025-05-02,2025-05-02,0
DEL003223,PO003223,2025-01-12,2025-01-14,2
DEL003224,PO003224,2025-05-12,2025-05-17,5
DEL003225,PO003225,2024-05-22,2024-05-21,-1
DEL003226,PO003226,2025-04-02,2025-04-04,2
DEL003227,PO003227,2025-05-05,2025-05-10,5
DEL003228,PO003228,2024-11-15,2024-11-13,-2
DEL003229,PO003229,2024-04-04,2024-04-06,2
DEL003230,PO003230,2025-10-30,2025-10-31,1
DEL003231,PO003231,2024-10-16,2024-10-19,3
DEL003232,PO003232,2025-11-10,2025-11-08,-2
DEL003233,PO003233,2024-10-03,2024-10-06,3
DEL003234,PO003234,2026-01-15,2026-01-15,0
DEL003235,PO003235,2024-02-27,2024-03-03,5
DEL003236,PO003236,2025-08-16,2025-08-21,5
DEL003237,PO003237,2025-01-25,2025-01-24,-1
DEL003238,PO003238,2025-10-18,2025-10-20,2
DEL003239,PO003239,2025-06-29,2025-06-30,1
DEL003240,PO003240,2024-07-09,2024-07-07,-2
DEL003241,PO003241,2024-09-16,2024-09-17,1
DEL003242,PO003242,2025-09-26,2025-09-30,4
DEL003243,PO003243,2024-11-29,2024-11-27,-2
DEL003244,PO003244,2025-10-02,2025-10-01,-1
DEL003245,PO003245,2024-07-05,2024-07-10,5
DEL003246,PO003246,2025-07-11,2025-07-13,2
DEL003247,PO003247,2024-09-19,2024-09-22,3
DEL003248,PO003248,2024-10-23,2024-10-25,2
DEL003249,PO003249,2025-05-27,2025-05-27,0
DEL003250,PO003250,2025-06-24,2025-06-23,-1
DEL003251,PO003251,2025-01-24,2025-01-29,5
DEL003252,PO003252,2024-10-22,2024-10-22,0
DEL003253,PO003253,2024-04-15,2024-04-16,1
DEL003254,PO003254,2025-07-20,2025-07-20,0
DEL003255,PO003255,2025-07-14,2025-07-12,-2
DEL003256,PO003256,2025-12-24,2025-12-29,5
DEL003257,PO003257,2025-10-24,2025-10-26,2
DEL003258,PO003258,2024-01-28,2024-02-02,5
DEL003259,PO003259,2024-05-24,2024-05-23,-1
DEL003260,PO003260,2024-10-09,2024-10-14,5
DEL003261,PO003261,2024-08-21,2024-08-26,5
DEL003262,PO003262,2024-05-18,2024-05-21,3
DEL003263,PO003263,2025-07-01,2025-06-30,-1
DEL003264,PO003264,2024-06-27,2024-06-25,-2
DEL003265,PO003265,2024-02-15,2024-02-17,2
DEL003266,PO003266,2024-06-28,2024-06-27,-1
DEL003267,PO003267,2025-12-17,2025-12-22,5
DEL003268,PO003268,2024-08-29,2024-09-01,3
DEL003269,PO003269,2025-09-11,2025-09-09,-2
DEL003270,PO003270,2024-10-06,2024-10-04,-2
DEL003271,PO003271,2025-03-20,2025-03-23,3
DEL003272,PO003272,2024-04-07,2024-04-06,-1
DEL003273,PO003273,2025-07-02,2025-07-06,4
DEL003274,PO003274,2025-07-28,2025-08-02,5
DEL003275,PO003275,2025-05-11,2025-05-12,1
DEL003276,PO003276,2025-12-02,2025-12-03,1
DEL003277,PO003277,2024-11-05,2024-11-10,5
DEL003278,PO003278,2024-12-17,2024-12-19,2
DEL003279,PO003279,2024-08-22,2024-08-25,3
DEL003280,PO003280,2024-01-22,2024-01-20,-2
DEL003281,PO003281,2025-11-17,2025-11-16,-1
DEL003282,PO003282,2025-12-08,2025-12-07,-1
DEL003283,PO003283,2025-08-30,2025-09-01,2
DEL003284,PO003284,2025-10-16,2025-10-16,0
DEL003285,PO003285,2025-09-29,2025-10-03,4
DEL003286,PO003286,2025-09-26,2025-09-27,1
DEL003287,PO003287,2024-06-17,2024-06-22,5
DEL003288,PO003288,2024-10-25,2024-10-28,3
DEL003289,PO003289,2025-10-08,2025-10-13,5
DEL003290,PO003290,2025-03-09,2025-03-07,-2
DEL003291,PO003291,2024-03-27,2024-03-28,1
DEL003292,PO003292,2025-09-26,2025-09-26,0
DEL003293,PO003293,2024-02-24,2024-02-27,3
DEL003294,PO003294,2024-05-01,2024-05-01,0
DEL003295,PO003295,2024-11-30,2024-11-29,-1
DEL003296,PO003296,2024-05-18,2024-05-19,1
DEL003297,PO003297,2024-02-11,2024-02-10,-1
DEL003298,PO003298,2024-02-28,2024-03-03,4
DEL003299,PO003299,2024-11-09,2024-11-09,0
DEL003300,PO003300,2025-12-15,2025-12-19,4
DEL003301,PO003301,2024-01-27,2024-01-31,4
DEL003302,PO003302,2024-11-19,2024-11-24,5
DEL003303,PO003303,2024-06-09,2024-06-11,2
DEL003304,PO003304,2025-01-01,2025-01-06,5
DEL003305,PO003305,2025-01-22,2025-01-21,-1
DEL003306,PO003306,2024-11-04,2024-11-02,-2
DEL003307,PO003307,2024-06-15,2024-06-14,-1
DEL003308,PO003308,2024-03-06,2024-03-09,3
DEL003309,PO003309,2024-04-27,2024-04-25,-2
DEL003310,PO003310,2026-01-06,2026-01-09,3
DEL003311,PO003311,2025-12-10,2025-12-12,2
DEL003312,PO003312,2024-07-18,2024-07-19,1
DEL003313,PO003313,2024-10-19,2024-10-22,3
DEL003314,PO003314,2025-09-18,2025-09-22,4
DEL003315,PO003315,2025-12-21,2025-12-22,1
DEL003316,PO003316,2025-02-23,2025-02-25,2
DEL003317,PO003317,2024-03-03,2024-03-05,2
DEL003318,PO003318,2024-09-09,2024-09-14,5
DEL003319,PO003319,2025-01-10,2025-01-10,0
DEL003320,PO003320,2024-11-15,2024-11-14,-1
DEL003321,PO003321,2025-06-08,2025-06-08,0
DEL003322,PO003322,2025-05-04,2025-05-02,-2
DEL003323,PO003323,2024-02-10,2024-02-11,1
DEL003324,PO003324,2025-02-12,2025-02-13,1
DEL003325,PO003325,2024-02-12,2024-02-11,-1
DEL003326,PO003326,2025-11-13,2025-11-11,-2
DEL003327,PO003327,2024-04-03,2024-04-01,-2
DEL003328,PO003328,2025-09-16,2025-09-18,2
DEL003329,PO003329,2024-03-24,2024-03-28,4
DEL003330,PO003330,2025-01-25,2025-01-23,-2
DEL003331,PO003331,2025-02-17,2025-02-17,0
DEL003332,PO003332,2025-11-23,2025-11-23,0
DEL003333,PO003333,2024-12-02,2024-12-04,2
DEL003334,PO003334,2025-12-23,2025-12-22,-1
DEL003335,PO003335,2024-08-05,2024-08-10,5
DEL003336,PO003336,2025-12-14,2025-12-18,4
DEL003337,PO003337,2025-12-02,2025-11-30,-2
DEL003338,PO003338,2025-01-20,2025-01-23,3
DEL003339,PO003339,2024-06-14,2024-06-12,-2
DEL003340,PO003340,2024-08-25,2024-08-24,-1
DEL003341,PO003341,2025-10-10,2025-10-15,5
DEL003342,PO003342,2025-03-26,2025-03-24,-2
DEL003343,PO003343,2024-07-28,2024-07-29,1
DEL003344,PO003344,2024-09-25,2024-09-27,2
DEL003345,PO003345,2025-01-29,2025-01-29,0
DEL003346,PO003346,2024-03-02,2024-03-01,-1
DEL003347,PO003347,2025-06-15,2025-06-19,4
DEL003348,PO003348,2025-02-12,2025-02-14,2
DEL003349,PO003349,2025-04-19,2025-04-23,4
DEL003350,PO003350,2024-06-14,2024-06-19,5
DEL003351,PO003351,2025-07-22,2025-07-21,-1
DEL003352,PO003352,2024-09-13,2024-09-12,-1
DEL003353,PO003353,2024-09-21,2024-09-22,1
DEL003354,PO003354,2025-08-03,2025-08-07,4
DEL003355,PO003355,2025-09-19,2025-09-20,1
DEL003356,PO003356,2024-01-13,2024-01-14,1
DEL003357,PO003357,2024-05-02,2024-05-03,1
DEL003358,PO003358,2024-10-30,2024-11-04,5
DEL003359,PO003359,2025-10-01,2025-10-06,5
DEL003360,PO003360,2025-04-04,2025-04-09,5
DEL003361,PO003361,2024-07-15,2024-07-17,2
DEL003362,PO003362,2025-09-28,2025-09-30,2
DEL003363,PO003363,2025-11-26,2025-11-29,3
DEL003364,PO003364,2024-06-28,2024-07-03,5
DEL003365,PO003365,2024-10-01,2024-10-01,0
DEL003366,PO003366,2026-01-07,2026-01-10,3
DEL003367,PO003367,2025-12-14,2025-12-14,0
DEL003368,PO003368,2024-04-26,2024-04-28,2
DEL003369,PO003369,2025-06-18,2025-06-21,3
DEL003370,PO003370,2025-08-04,2025-08-06,2
DEL003371,PO003371,2024-08-08,2024-08-09,1
DEL003372,PO003372,2024-09-07,2024-09-06,-1
DEL003373,PO003373,2025-04-30,2025-04-29,-1
DEL003374,PO003374,2025-07-26,2025-07-31,5
DEL003375,PO003375,2025-01-12,2025-01-17,5
DEL003376,PO003376,2025-09-18,2025-09-21,3
DEL003377,PO003377,2026-01-18,2026-01-23,5
DEL003378,PO003378,2025-12-31,2026-01-02,2
DEL003379,PO003379,2024-11-06,2024-11-09,3
DEL003380,PO003380,2024-02-14,2024-02-17,3
DEL003381,PO003381,2024-09-21,2024-09-23,2
DEL003382,PO003382,2025-01-07,2025-01-08,1
DEL003383,PO003383,2025-04-28,2025-05-03,5
DEL003384,PO003384,2024-04-18,2024-04-22,4
DEL003385,PO003385,2024-02-15,2024-02-20,5
DEL003386,PO003386,2025-05-30,2025-05-31,1
DEL003387,PO003387,2025-03-14,2025-03-18,4
DEL003388,PO003388,2024-06-13,2024-06-13,0
DEL003389,PO003389,2025-06-04,2025-06-04,0
DEL003390,PO003390,2025-01-01,2025-01-01,0
DEL003391,PO003391,2024-03-28,2024-03-28,0
DEL003392,PO003392,2025-10-15,2025-10-19,4
DEL003393,PO003393,2025-11-26,2025-11-24,-2
DEL003394,PO003394,2024-07-24,2024-07-25,1
DEL003395,PO003395,2024-08-14,2024-08-12,-2
DEL003396,PO003396,2025-06-11,2025-06-16,5
DEL003397,PO003397,2024-08-31,2024-09-04,4
DEL003398,PO003398,2025-05-15,2025-05-15,0
DEL003399,PO003399,2024-05-10,2024-05-10,0
DEL003400,PO003400,2024-10-19,2024-10-17,-2
DEL003401,PO003401,2024-09-22,2024-09-22,0
DEL003402,PO003402,2025-07-15,2025-07-13,-2
DEL003403,PO003403,2025-07-28,2025-08-02,5
DEL003404,PO003404,2025-12-02,2025-12-01,-1
DEL003405,PO003405,2025-03-26,2025-03-25,-1
DEL003406,PO003406,2024-05-25,2024-05-29,4
DEL003407,PO003407,2024-11-07,2024-11-08,1
DEL003408,PO003408,2025-03-04,2025-03-06,2
DEL003409,PO003409,2024-11-25,2024-11-28,3
DEL003410,PO003410,2025-12-22,2025-12-23,1
DEL003411,PO003411,2025-01-14,2025-01-13,-1
DEL003412,PO003412,2024-10-16,2024-10-15,-1
DEL003413,PO003413,2025-07-16,2025-07-15,-1
DEL003414,PO003414,2024-03-31,2024-03-31,0
DEL003415,PO003415,2025-03-01,2025-02-28,-1
DEL003416,PO003416,2025-12-18,2025-12-17,-1
DEL003417,PO003417,2024-05-26,2024-05-31,5
DEL003418,PO003418,2024-08-16,2024-08-15,-1
DEL003419,PO003419,2026-01-11,2026-01-14,3
DEL003420,PO003420,2024-03-22,2024-03-21,-1
DEL003421,PO003421,2025-06-29,2025-06-29,0
DEL003422,PO003422,2025-01-11,2025-01-14,3
DEL003423,PO003423,2025-07-11,2025-07-11,0
DEL003424,PO003424,2025-04-02,2025-04-01,-1
DEL003425,PO003425,2024-03-19,2024-03-20,1
DEL003426,PO003426,2024-11-03,2024-11-02,-1
DEL003427,PO003427,2025-12-08,2025-12-08,0
DEL003428,PO003428,2024-10-24,2024-10-27,3
DEL003429,PO003429,2025-05-15,2025-05-20,5
DEL003430,PO003430,2024-09-16,2024-09-19,3
DEL003431,PO003431,2025-11-22,2025-11-25,3
DEL003432,PO003432,2024-02-21,2024-02-19,-2
DEL003433,PO003433,2025-07-17,2025-07-20,3
DEL003434,PO003434,2024-01-15,2024-01-18,3
DEL003435,PO003435,2025-07-23,2025-07-22,-1
DEL003436,PO003436,2024-04-13,2024-04-16,3
DEL003437,PO003437,2025-09-10,2025-09-08,-2
DEL003438,PO003438,2025-12-06,2025-12-10,4
DEL003439,PO003439,2024-11-27,2024-11-26,-1
DEL003440,PO003440,2024-06-06,2024-06-06,0
DEL003441,PO003441,2025-11-03,2025-11-03,0
DEL003442,PO003442,2024-01-12,2024-01-11,-1
DEL003443,PO003443,2025-12-22,2025-12-26,4
DEL003444,PO003444,2024-04-10,2024-04-15,5
DEL003445,PO003445,2025-01-05,2025-01-09,4
DEL003446,PO003446,2024-07-04,2024-07-05,1
DEL003447,PO003447,2025-05-12,2025-05-10,-2
DEL003448,PO003448,2024-11-29,2024-11-30,1
DEL003449,PO003449,2025-08-16,2025-08-16,0
DEL003450,PO003450,2025-05-29,2025-05-29,0
DEL003451,PO003451,2025-10-13,2025-10-13,0
DEL003452,PO003452,2024-03-16,2024-03-14,-2
DEL003453,PO003453,2025-11-03,2025-11-03,0
DEL003454,PO003454,2024-09-28,2024-09-28,0
DEL003455,PO003455,2024-03-15,2024-03-20,5
DEL003456,PO003456,2024-05-17,2024-05-19,2
DEL003457,PO003457,2024-11-11,2024-11-12,1
DEL003458,PO003458,2024-06-07,2024-06-07,0
DEL003459,PO003459,2024-04-09,2024-04-09,0
DEL003460,PO003460,2025-05-26,2025-05-26,0
DEL003461,PO003461,2025-02-02,2025-02-04,2
DEL003462,PO003462,2025-08-04,2025-08-07,3
DEL003463,PO003463,2025-01-31,2025-02-01,1
DEL003464,PO003464,2025-02-20,2025-02-23,3
DEL003465,PO003465,2025-07-04,2025-07-03,-1
DEL003466,PO003466,2025-05-29,2025-06-03,5
DEL003467,PO003467,2024-07-15,2024-07-18,3
DEL003468,PO003468,2024-11-01,2024-10-31,-1
DEL003469,PO003469,2024-06-02,2024-06-05,3
DEL003470,PO003470,2024-10-28,2024-10-28,0
DEL003471,PO003471,2025-07-21,2025-07-21,0
DEL003472,PO003472,2025-08-12,2025-08-11,-1
DEL003473,PO003473,2024-06-23,2024-06-27,4
DEL003474,PO003474,2024-10-26,2024-10-25,-1
DEL003475,PO003475,2025-03-23,2025-03-27,4
DEL003476,PO003476,2024-08-21,2024-08-23,2
DEL003477,PO003477,2025-03-14,2025-03-13,-1
DEL003478,PO003478,2025-04-28,2025-04-26,-2
